chr8	13212397	13214580	3
chr4	135351220	135354635	7
chr8	92010459	92010811	3
chr17	73008805	73010417	2
chr14	9836665	9837003	1
chr11	115226826	115227484	3
chr6	120470535	120471095	1
chr2	156839313	156842430	3
chr12	17505995	17507714	2
chr13	52077533	52081027	3
chr1	75212844	75220063	8
chr6	85362525	85375489	12
chr11	120223875	120243769	16
chr4	155199576	155202929	8
chr17	48039303	48039985	1
chr13	98689505	98690526	1
chr18	38144166	38146999	4
chr8	11307285	11317257	4
chr14	31656482	31665784	7
chr9	120737200	120740533	1
chr8	22536853	22539660	2
chr5	66074928	66075582	4
chr1	91670989	91671516	1
chr11	54844454	54846243	3
chr2	151977542	151980746	4
chr8	72317524	72326601	4
chrX	134648017	134648440	1
chr12	102368036	102368426	1
chr18	13660731	13661788	2
chr9	62488572	62489852	3
chr16	76406243	76407728	1
chr7	25477063	25477943	4
chr6	83506029	83507652	4
chr10	80583314	80587887	6
chr11	51593358	51596580	4
chr8	125290814	125294106	3
chr8	71525423	71529160	3
chr9	69442330	69443755	3
chr8	116504505	116505327	1
chr9	58541629	58542733	2
chr10	13982599	13984565	3
chr10	66864111	66865072	2
chr19	47066983	47069130	2
chr15	27744863	27746392	3
chr7	100950089	100951056	4
chr14	20784583	20787260	6
chr8	120393058	120394436	2
chr8	105338871	105341870	2
chr8	41116173	41116530	1
chr9	122950247	122951532	2
chr13	40999981	41001795	4
chr6	86370453	86372141	3
chr9	124422314	124426579	13
chr3	145921911	145925940	5
chr19	7117780	7118423	1
chr16	32867059	32868921	1
chr7	24081334	24083273	2
chr14	34660855	34662726	3
chr1	36690660	36693138	3
chr12	54793761	54796331	2
chr4	8689507	8692461	6
chr19	6397028	6403617	11
chr9	59551155	59552135	4
chr12	54334464	54335259	1
chr14	46669814	46671040	3
chr8	127962829	127964055	3
chr2	124718869	124720513	3
chr11	17685505	17687376	2
chr13	29977320	29977808	1
chr17	67381730	67382104	1
chr9	111046206	111046607	3
chr19	27124172	27124565	2
chr16	30772706	30773439	1
chr18	83740402	83740951	3
chr11	115640792	115641864	1
chr19	3922685	3924700	5
chr1	151974754	151976096	4
chr17	24453060	24456739	3
chr8	10924184	10927352	4
chr2	94001099	94002968	2
chr6	125094412	125100901	8
chr4	45296879	45297398	1
chr19	57357782	57367998	14
chr11	5954826	5956735	3
chr6	125008146	125010506	8
chr14	54426117	54427581	2
chr8	26014831	26016119	3
chr12	78860639	78862704	3
chr1	125433615	125436575	7
chr10	94523571	94524211	2
chr7	144935331	144943922	10
chr14	78848414	78851676	3
chr3	102203537	102205537	2
chr1	183295890	183299771	6
chr11	63967337	63967396	1
chr18	38384602	38385426	2
chr16	23099958	23100998	1
chr6	86584156	86586216	3
chr10	7189062	7190130	2
chr4	132605544	132606298	1
chr12	84191921	84195622	4
chr15	75830466	75832344	1
chr5	35899734	35901679	3
chr7	112208351	112209122	6
chr2	35540837	35541241	1
chr8	8440885	8442039	2
chr10	110788043	110788525	1
chr8	72734968	72735594	2
chr16	16542873	16543633	1
chr7	144636001	144636408	1
chr13	95634236	95634936	1
chr15	78247681	78248741	7
chr7	127213444	127215874	4
chr13	108191253	108191762	2
chr4	136119942	136120469	1
chr9	117153829	117154324	1
chr12	76367105	76373283	3
chr9	70891265	70892120	1
chr2	180050740	180052342	3
chr1	37871514	37873014	2
chr3	95013213	95017271	3
chr8	119712211	119712626	1
chr12	21135457	21136891	2
chr9	18473130	18474264	3
chr2	30656821	30661056	5
chr11	59425523	59426217	2
chr6	91524773	91525750	1
chr6	135322550	135324522	6
chr7	112242665	112245149	2
chr17	47293825	47296160	8
chr6	144670539	144670913	2
chr6	34626596	34627013	1
chr9	53603178	53604082	3
chr18	11243266	11244108	1
chr13	112083816	112086226	6
chr2	24805759	24808568	2
chr3	27233177	27234855	1
chr15	78428200	78431226	4
chr14	25724511	25727618	5
chr12	40205491	40205638	2
chr13	40900127	40902802	4
chr12	99942574	99942782	2
chr4	88480190	88480393	1
chr13	113635979	113636202	1
chr8	71613455	71613876	2
chr12	69516486	69516938	1
chr12	111559622	111560117	1
chr2	131321208	131321625	1
chr6	83774688	83776585	3
chr12	45047140	45047618	2
chr3	88648016	88655480	9
chr2	169213230	169213832	1
chr1	191624233	191626124	2
chr5	147825212	147826493	2
chrX	107815535	107816670	1
chr8	94186382	94187705	1
chr15	102392530	102394292	4
chr8	121300615	121302265	7
chr5	23385118	23387775	4
chr11	72944959	72947007	3
chr5	123148370	123151611	5
chr15	36984951	36988644	3
chr19	5780145	5780621	1
chr5	143908909	143910561	3
chr5	99977362	99979937	2
chr18	23457077	23457494	1
chr13	54621108	54622716	2
chrX	36795229	36796984	3
chr1	91539488	91541494	4
chr8	122321335	122325531	6
chr14	118551370	118552305	4
chr7	25780617	25783127	5
chr9	66123836	66127585	4
chr1	91455454	91461053	3
chr8	86623415	86625401	5
chr12	57538298	57539989	1
chr4	132328605	132330382	3
chr4	105090588	105091099	3
chr7	119793558	119794711	3
chr12	16133393	16133542	1
chr2	75823849	75824121	1
chr3	112083105	112083408	1
chr17	67089465	67090156	2
chr10	128008163	128008732	1
chr1	74341791	74342324	1
chr13	62978005	62978906	3
chr4	148065718	148067163	1
chr1	127313814	127315058	2
chr4	109224799	109226521	2
chr2	36234497	36237154	5
chr1	119501825	119505592	5
chr15	97072788	97073337	1
chr16	52056193	52057474	2
chr4	40301009	40301559	1
chr8	109185480	109186333	1
chr11	94428016	94429660	2
chr7	51913244	51914560	1
chr8	122332770	122333775	1
chr2	152902845	152908022	7
chr15	34442407	34444415	3
chr7	16613190	16616254	5
chr11	4260256	4262554	5
chr13	12069952	12073943	5
chr2	155133037	155136237	2
chr1	177338636	177339233	2
chr7	125741190	125741791	1
chr11	102469641	102470347	5
chr11	97807537	97810673	3
chr9	99629159	99630660	4
chr2	91202073	91203482	2
chr11	102213583	102220921	7
chr1	126800927	126802630	2
chr5	125234383	125234786	1
chr14	58812481	58813255	1
chr11	104596266	104596874	2
chr11	16843753	16844464	3
chr10	127614000	127623077	20
chr1	51584987	51585205	2
chr3	94851705	94852018	2
chr17	47837811	47838204	1
chr2	93906312	93906826	1
chr9	109117993	109118608	4
chr15	64083095	64083601	1
chr9	70241694	70243502	2
chr18	35726763	35726949	1
chr1	131866778	131868370	3
chr1	72013805	72015111	3
chr4	133569887	133570666	2
chr5	117135727	117136247	1
chr14	75136369	75136951	4
chr7	132734771	132736991	4
chr9	65535112	65536603	6
chr17	56472276	56473796	2
chr17	21534077	21537129	3
chr15	89371801	89375032	5
chr17	49981496	49984772	4
chr1	75398201	75401648	3
chr11	97816788	97822098	7
chr12	3867884	3874740	11
chr13	43250633	43251774	4
chr17	5193892	5194666	2
chr8	14992549	14994884	2
chr7	63915945	63920726	2
chr11	51637573	51638557	2
chr11	76892956	76894903	7
chr2	128427808	128432120	6
chr6	125491330	125495235	3
chr11	120039296	120042901	6
chr15	99339638	99345523	5
chr5	112275335	112285793	12
chr13	21478567	21479428	3
chr13	55316896	55324666	8
chr6	117916247	117918510	6
chr9	107644174	107646059	3
chr7	81522870	81524263	3
chrX	74427951	74430234	3
chr15	99312983	99322094	14
chr11	103697076	103698766	2
chr10	86704067	86706966	6
chr6	108880662	108880958	1
chr6	53615754	53616225	1
chr18	61053635	61057717	2
chr1	74396520	74398869	1
chr9	44492594	44495703	6
chr4	147866865	147877086	6
chr4	136089012	136089548	2
chr6	17226430	17227137	2
chr14	49540071	49540486	1
chr11	57850839	57851337	2
chr8	121641093	121641720	1
chr6	128101909	128106641	6
chr3	94442833	94443965	1
chr17	86617607	86619054	6
chr2	32063068	32066726	4
chr9	48727595	48742017	9
chr9	20951348	20953659	7
chr12	83762328	83764484	3
chr11	55031081	55034060	3
chr5	123879662	123880447	2
chr19	57263425	57265138	4
chr2	152826692	152832204	6
chr9	61702299	61702859	1
chr17	83335140	83335518	1
chr12	73041087	73041326	1
chr12	25208835	25209304	2
chr8	88288188	88289305	3
chr13	112058259	112058578	1
chr1	55528731	55529489	1
chr5	111178167	111180583	2
chr19	45926321	45927701	3
chr10	39612184	39615547	4
chr5	150384424	150385434	2
chr5	74253716	74254166	2
chr5	147915004	147915538	1
chr7	111741421	111742114	1
chr10	95217849	95219293	1
chr2	156739317	156740372	2
chr7	82743358	82744771	1
chr18	77064503	77066378	3
chr6	35265518	35266468	2
chr7	100987654	100988968	2
chr1	93696516	93697873	2
chr12	21154875	21155557	2
chr8	123252805	123255627	6
chr7	4508166	4524957	27
chr2	77896788	77951822	25
chr2	122374792	122379181	1
chr11	9018794	9019363	1
chr7	66790085	66790801	1
chr19	47359151	47359588	2
chr5	34520772	34521619	2
chr17	71662396	71663430	2
chrX	150812535	150814472	2
chr4	32246646	32248859	4
chr6	91750818	91754946	6
chr13	113366569	113366775	2
chr19	56264146	56264439	2
chr14	121164760	121166187	15
chr17	36950954	36952273	5
chr18	68493599	68499728	3
chr10	80136918	80169196	35
chr2	57255133	57255585	2
chr13	90088819	90090262	6
chr14	14345215	14347720	7
chr19	61225438	61228729	7
chr8	110217218	110218384	4
chr2	24502864	24503538	3
chr11	88291303	88292120	4
chr3	40893598	40894900	3
chr3	103057764	103059247	2
chr17	27839248	27840533	1
chr3	40845736	40847615	3
chr17	53595900	53597480	1
chr9	63704158	63708126	5
chr11	53706531	53707813	2
chr7	127421381	127422727	1
chr1	84838042	84840771	11
chr11	5786911	5790282	4
chr11	4894842	4895909	3
chr7	48788376	48789691	4
chr8	9975870	9978917	4
chr5	4867035	4867314	1
chr6	90680371	90682062	5
chr10	24173201	24174071	1
chr7	35836799	35837341	1
chr6	125340130	125340707	2
chr9	32900969	32902095	4
chr11	120376767	120383266	6
chr7	79391653	79392801	3
chr9	123940663	123942369	2
chr11	4159564	4161382	4
chr9	41072741	41073930	1
chr7	24901748	24905394	7
chr11	53793812	53797490	5
chr16	4639601	4644958	3
chr19	45045757	45048930	2
chr14	76503042	76507275	1
chr17	56715542	56721315	3
chr11	117961758	117970685	10
chr8	33868014	33892719	20
chr3	87144642	87145334	4
chr12	108953728	108954207	1
chr12	113487725	113488057	1
chr6	56850284	56850710	1
chr6	21840005	21840895	4
chr3	129531985	129534674	5
chr1	86509282	86509969	1
chr13	23990807	23991259	1
chr12	102674035	102674542	1
chr4	140622650	140625431	5
chr16	4381415	4382155	1
chr1	63272957	63274085	3
chr11	94564031	94565314	3
chr11	116305952	116307400	5
chr10	121457354	121458760	1
chr9	13748163	13749993	3
chr15	25932521	25934025	3
chrX	60403055	60405221	1
chr8	70373393	70375610	3
chr1	43119509	43185230	43
chr9	59542728	59542929	2
chr5	139932534	139933860	1
chr4	149045914	149046517	1
chr11	75325478	75326098	2
chrX	142577487	142578000	2
chr3	69674262	69674584	1
chr2	10166733	10166943	1
chr1	156553459	156553847	3
chr9	80080934	80081392	2
chr1	180260878	180262323	4
chr16	86303859	86304206	1
chr5	123412175	123412672	1
chr6	88820610	88822607	2
chr11	5837173	5838453	5
chr1	189916570	189917915	3
chr17	45618773	45620284	6
chr4	62684172	62685826	3
chr8	116732163	116733908	3
chr4	127261995	127264558	4
chr8	11386933	11390188	2
chr11	75530060	75533622	7
chr12	72133505	72133606	1
chr9	111314280	111314560	1
chr6	87205513	87205798	2
chr6	135218370	135218595	2
chr5	112012540	112013319	1
chr18	82534340	82534915	1
chr13	105203767	105204370	2
chr4	99147619	99148109	2
chr15	8511796	8512335	4
chr16	4862668	4864281	2
chr4	154877726	154878315	1
chr4	109146974	109148177	1
chr1	179587644	179588779	1
chr16	10689533	10691078	5
chr19	6116157	6119230	4
chr9	71606334	71607320	3
chr13	110895348	110896219	2
chr10	7473141	7474135	6
chr4	148114486	148115873	4
chr14	70169175	70171426	2
chr17	44238246	44240187	4
chr5	130000648	130003612	6
chr11	77685335	77688743	4
chr12	29937449	29942925	4
chr13	59819834	59823849	8
chr11	117941614	117942299	1
chr16	29434739	29435064	1
chr10	24911302	24911602	2
chr8	115046458	115046877	2
chr10	68795226	68796073	1
chr10	42088747	42090190	4
chr1	60408814	60410886	5
chr1	153587691	153588457	1
chr19	10025013	10026256	4
chr9	21544355	21548720	2
chr7	92886207	92886698	1
chr16	95289426	95289750	3
chr6	83455065	83457626	5
chr5	113079804	113083480	5
chr8	69935541	69940642	10
chr3	38115996	38116813	2
chr10	94460194	94460560	1
chr4	121023894	121024340	1
chr1	183116467	183118012	1
chr18	50038228	50038808	2
chr17	31245067	31245855	1
chr11	119133591	119135240	4
chr3	9646751	9647846	1
chr11	72457655	72459007	5
chr8	121187256	121188211	3
chrX	20861522	20864129	3
chr5	34185110	34189943	5
chr11	120346364	120355839	12
chr13	63285194	63317897	19
chr11	107024598	107029911	7
chr13	11893891	11894241	1
chr3	28146065	28146231	2
chr18	11935869	11936270	2
chr14	100260450	100261377	3
chr3	60535190	60535651	1
chr18	6377565	6377911	4
chr13	100866240	100866674	3
chr12	112578217	112579169	1
chr2	18943487	18944449	3
chr6	108444320	108445415	1
chr13	58148212	58149538	1
chr16	29943591	29948099	6
chr6	48579046	48579822	3
chr10	71237214	71238848	4
chr18	61554451	61559552	4
chr4	151088646	151090216	4
chr8	72474397	72476158	3
chr14	63901918	63903574	1
chr10	122525464	122525691	1
chr13	38695923	38696092	1
chr2	29016175	29016901	2
chr8	125464510	125464759	1
chr16	18210649	18212513	1
chr9	112023423	112024124	1
chr2	31571925	31573387	5
chr17	24072684	24073890	3
chr15	95880220	95881346	2
chr11	113682578	113685426	4
chr2	26138279	26142374	5
chr3	89386873	89397173	18
chr6	84145797	84149095	7
chr9	110982537	110982986	1
chr11	54997736	54999346	4
chr14	27185186	27187607	1
chr1	74283786	74291085	13
chr17	24668783	24673446	5
chr17	34023077	34034724	20
chr17	24563793	24564051	2
chr19	56651721	56653587	2
chr4	139226112	139228613	4
chr3	27886450	27887018	1
chr6	115862353	115864316	5
chr16	24910372	24911409	1
chrX	77469280	77469591	2
chr6	48689282	48689703	2
chr8	108595594	108596469	1
chr2	77037956	77039749	2
chr2	157063007	157067261	5
chr13	16011657	16012864	2
chr14	26636784	26640429	4
chr11	93952326	93958191	1
chr5	124891884	124892366	1
chr8	33498113	33498404	2
chr5	117101309	117101874	1
chr4	10918455	10919430	2
chr6	122339034	122340852	4
chr18	82790678	82793213	6
chr10	8935431	8936831	1
chr6	88746401	88747690	2
chr2	160887016	160888573	2
chr8	122610479	122612903	5
chr8	11294997	11301119	10
chr9	107544345	107558254	16
chr1	191479715	191480741	2
chr15	69095976	69096980	1
chr2	35689830	35694806	6
chr10	14211964	14212365	1
chr19	55315304	55316883	4
chr10	78351106	78353367	2
chr3	36551248	36553095	2
chr9	65545378	65548222	3
chr8	123977894	123979251	3
chr2	4556916	4563053	7
chr11	98935346	98946127	10
chr19	40650051	40650507	2
chr7	99407526	99408055	1
chr9	94691554	94692539	1
chr7	19416427	19417739	5
chr4	122883538	122887435	7
chr12	51355346	51355654	1
chr8	94134682	94135017	1
chr8	8452220	8452496	2
chr8	105596098	105597408	1
chr13	69541131	69544279	5
chr11	68871587	68872300	1
chr11	65223731	65224379	2
chr4	130890154	130890680	3
chr11	101441868	101444212	7
chr4	120729793	120731816	1
chr16	4605891	4608795	5
chr6	88715485	88718041	3
chr3	90211363	90214666	4
chr10	80069407	80076682	10
chr19	40293037	40311968	14
chr8	13630890	13631079	1
chr6	116122869	116123288	2
chr2	51284726	51285127	2
chr1	54910657	54911239	1
chr12	15608123	15609109	2
chr11	70467664	70469003	1
chr18	82810865	82814112	3
chr16	89695797	89696319	1
chr11	97840463	97841590	1
chr5	123497900	123498770	2
chr18	54807296	54808275	3
chr17	35895761	35898520	4
chr3	146655225	146655549	3
chrX	75415922	75417111	2
chr11	8488191	8488659	1
chr7	98564495	98565064	3
chr19	38223407	38224888	3
chr8	70772861	70778827	7
chr1	37439706	37439942	1
chr4	24966026	24967125	1
chr15	82046187	82048228	2
chr7	79810797	79811472	2
chr16	38708745	38713932	5
chr4	147927613	147928484	1
chr3	95870899	95872539	1
chr1	74235768	74238482	5
chr11	50235692	50239566	5
chr5	31451197	31453997	3
chr5	122987185	122990741	6
chr5	92107384	92107466	1
chr17	35635540	35636226	2
chr4	120120201	120120722	2
chr10	75176291	75177127	3
chr11	16821535	16822228	2
chr17	46152650	46154088	3
chr8	126788356	126789603	2
chr7	5078816	5082338	7
chr3	102135518	102137058	4
chr8	88359851	88363437	7
chr7	45919230	45924874	9
chr8	71692387	71692832	1
chr1	55196345	55197077	1
chr6	51523750	51525233	2
chr15	101259844	101263090	2
chr15	73724124	73734303	13
chrX	36550852	36551536	1
chr19	52991822	52993524	1
chr3	90253454	90255380	3
chr4	119177850	119178830	3
chr9	37347614	37349082	2
chr5	151107901	151109177	4
chr12	54984434	54986755	4
chr8	120494608	120495842	2
chr2	120976843	120978063	3
chr7	38182294	38187066	5
chr16	92314010	92314833	1
chr4	5814544	5814757	1
chr7	27978639	27979774	4
chr19	29505115	29505910	2
chr15	12652069	12653428	1
chr2	32349559	32350938	4
chr8	106892095	106894365	5
chr3	101711446	101714026	6
chr8	46737231	46742209	8
chr2	152734418	152742917	6
chr17	28575386	28575893	2
chr2	39064678	39066196	1
chr13	92529986	92531772	1
chr15	94219935	94221205	1
chr7	126199255	126201203	1
chr4	13267711	13268148	1
chr15	25621455	25624695	5
chr6	118138410	118139758	1
chr2	102400140	102401745	3
chrX	38563817	38565566	5
chr12	117533382	117536073	5
chr10	80620655	80624989	6
chr2	32959480	32970418	12
chrX	7673716	7675296	3
chr3	54691870	54693554	4
chr13	46501638	46504020	4
chr9	121296598	121302185	7
chr16	21332535	21334087	4
chr11	86256776	86258237	2
chr11	77624245	77625552	3
chr15	82127195	82128661	2
chr13	91806999	91808572	2
chr6	128003463	128005255	2
chr1	82281627	82284883	4
chr8	128370118	128374119	2
chr7	16840997	16846197	13
chr1	74339789	74340863	1
chr4	117124267	117127415	5
chr6	17064808	17066157	3
chr11	120703541	120704537	1
chr4	130797015	130800896	9
chr16	93603232	93604919	5
chr19	32291753	32293800	1
chr18	67287680	67291357	4
chr19	5093049	5101047	9
chr11	77488199	77499880	19
chr6	120462899	120464749	2
chr5	134182123	134185070	6
chr2	49700225	49700978	3
chr7	6382750	6384084	2
chr7	84689102	84690625	2
chr8	3392382	3393777	2
chr9	104062225	104064322	5
chr13	24760392	24762583	1
chr11	120571174	120575020	3
chr1	83101922	83102203	1
chr8	68606806	68606997	2
chr6	54103194	54104014	2
chr4	106970727	106971303	4
chr4	137660213	137660813	5
chr8	120531293	120540659	9
chr13	56352468	56353576	2
chr5	124943912	124944578	2
chr15	27627316	27628164	2
chr5	96920978	96923113	7
chr11	95365047	95367531	5
chr9	107623386	107636164	14
chr17	50149710	50151242	4
chr11	53851828	53852191	1
chr5	33222362	33222833	2
chr10	13770802	13771449	1
chr17	44075933	44076653	1
chr17	35015960	35017418	2
chr12	108764835	108766921	5
chr17	29330062	29332924	4
chr8	11001052	11012403	10
chr6	41057753	41057978	2
chr17	8846594	8846786	2
chr14	122223477	122224195	1
chr2	125463982	125464523	2
chr16	85543656	85543976	2
chr9	122922754	122923570	2
chr17	71720555	71721925	1
chr10	82082900	82083822	2
chr1	189687653	189689527	1
chr2	29715785	29717286	2
chr4	94556165	94557257	1
chr14	78677907	78679372	4
chr8	11757561	11759339	3
chr17	14942338	14944181	4
chr11	118102663	118104625	1
chr4	119462633	119464340	3
chr10	58404211	58406410	5
chr19	12486749	12489424	5
chr11	69979643	69984058	7
chr1	52141600	52141848	1
chr9	77961418	77961699	1
chr13	80535536	80536417	1
chr9	120910637	120910880	1
chr17	87306810	87307022	2
chr10	59310102	59311382	3
chr8	121112987	121113973	2
chr11	88470378	88471077	1
chr13	55447461	55448092	2
chr18	67460758	67461239	1
chr9	95193972	95194705	2
chr11	69965881	69967273	3
chr6	91284890	91287082	4
chrX	100625516	100626538	1
chr1	106407830	106408589	3
chr4	126130202	126133526	4
chr5	32863076	32864443	1
chr19	32903417	32904232	3
chr8	41416384	41417643	3
chr4	130668550	130669322	1
chr4	129794799	129796408	3
chr13	55506377	55507999	6
chr2	57237462	57239156	3
chr13	28629018	28630646	4
chr16	84833784	84837532	6
chr10	77210658	77212030	3
chr18	34855052	34856752	4
chr8	11214639	11218468	3
chr7	16018050	16020202	5
chr14	16546938	16548563	2
chr3	115708038	115709947	3
chr11	98707496	98711427	7
chr3	105044839	105048173	3
chr2	58564852	58568901	3
chr7	30613365	30616252	1
chr4	133088991	133095883	13
chr13	32719275	32719673	1
chr2	131252538	131254909	1
chr11	75429084	75429336	1
chr14	8062368	8063467	3
chr1	86143096	86143580	1
chr2	139591261	139591736	1
chr10	25141912	25142119	1
chr5	67821237	67822746	4
chr5	3301088	3301441	1
chr4	10967749	10968347	2
chr10	83359632	83360864	1
chr17	47873140	47874107	3
chr6	120822029	120823606	2
chr7	83808826	83811170	5
chr4	43978104	43980112	5
chr16	95823531	95826045	7
chr5	122390931	122394353	6
chr11	30195723	30200478	6
chr2	145859253	145863511	2
chr19	36687073	36690835	2
chr1	85894129	85896136	4
chr3	10141722	10147232	6
chr5	121183605	121192055	8
chr11	94448531	94452428	6
chr7	48838474	48848807	4
chr11	98900564	98901030	3
chr9	29411352	29412795	2
chr19	46337710	46340170	3
chr2	172439853	172441205	3
chr13	97238185	97243268	13
chr5	36083877	36084854	2
chr10	99200984	99202795	1
chr7	4920183	4926599	5
chr15	84218014	84219602	3
chr8	125517356	125518891	3
chr2	167776722	167778811	7
chr10	127170010	127172241	9
chr17	62879351	62884648	10
chr11	69799130	69805919	10
chr15	61442672	61442901	2
chr2	145880574	145882838	3
chr6	128295946	128297276	2
chr7	19000297	19007758	15
chr13	56765208	56766723	7
chr17	23824884	23830003	2
chr6	124804971	124815792	10
chr5	142747265	142747622	1
chr2	151563459	151563895	1
chr15	53562842	53563687	1
chr14	46300355	46301005	1
chr3	95754309	95755267	1
chrX	70899536	70900538	1
chr5	125138897	125142488	6
chr2	91182062	91184276	6
chr7	25244384	25252584	15
chr7	128065675	128065888	2
chr2	144046981	144047237	4
chr8	72169292	72169563	2
chrX	38460863	38461294	1
chr13	97208102	97208999	1
chr7	64249693	64250148	1
chr12	55315072	55315726	1
chr7	43747538	43748363	4
chr7	128391235	128393172	5
chr9	123928044	123929418	3
chr8	126852117	126853500	3
chr4	59329264	59332550	6
chr5	121845442	121846212	4
chr1	135491032	135491440	1
chr6	134173285	134173906	3
chr3	148806827	148807492	2
chr18	74789275	74789957	3
chr10	45765218	45765733	1
chr15	10780073	10780711	1
chr5	5367504	5368069	3
chr7	134772145	134773105	2
chr9	20887395	20890134	4
chr4	134494596	134498411	6
chr1	90894879	90897594	9
chr1	118568610	118569777	1
chr5	107120071	107121668	2
chr15	5355370	5355705	1
chr10	118083104	118083337	1
chr8	117481873	117482159	1
chr18	65694724	65695864	4
chr10	75320299	75320658	1
chr4	136020591	136022280	4
chr4	46458283	46458761	1
chr2	10071369	10072381	2
chr8	83693653	83694313	2
chr15	10661882	10662531	2
chr12	37241296	37242136	1
chr9	57971683	57973731	4
chr9	58559751	58560653	1
chr6	35538873	35540237	2
chr10	128376178	128379549	6
chr11	100378162	100379352	2
chr6	29144725	29147253	2
chr8	70502007	70512670	7
chr16	31526819	31527069	2
chr8	11205064	11205801	1
chr7	25683334	25684063	2
chr1	60857595	60858324	3
chr11	102224436	102226301	1
chr7	101833714	101839172	6
chr8	33901262	33907467	8
chr9	71621859	71626266	3
chr7	112719985	112721232	2
chr16	22881485	22881756	1
chr2	155617727	155618994	1
chr8	85364189	85367561	2
chr2	167120244	167123160	6
